ID,HEADER,TITLE,MAIN_CONTENT,DATE,TAGS
j14kab567oz5b,Pinned,      Regarding Reimbursement and Certificates,"Dear participants,
 
We request all the participants who are eligible for cash prize and certificates to wait till end of April for their reimbursement.For the certificates, wait till end of May.Please DO NOT send us unnecessary request for reimbursement .If you do not receive your reimbursement by end of this month, you can send us the request on help-desk.
#pin",4/5/17,"navigate_a_terrain,cross_a_crater,launch_a_module,model_a_terrain,general_queries,firebir_v_hardware_related_queries,general_announcement"
j0ledv3pkdy7c,Pinned,        Navigate_A_Terrain ,"Dear Finalists,
There is a minor change in the Scoring Criteria for the finals.
Below given formula will be used for scoring during the finals.
 
Total Score = (720-T) + CIC*70 + CAC*70 + CP*50 - RP*70 - P*30 + OB

The scaling factors for CIC (Correct Identification of Checkpoints) and CAC(Correct Acknowledgement of Checkpoints) have been increased from 50 to 70.
Good Luck for the finals !
#pin",3/23/17,"navigate_a_terrain,Navigate_A_Terrain "
j0jtq0n51d23kk,Pinned,        Navigate_A_Terrain ,"Dear Finalists,
For Navigate a Terrain,
1) You are allowed to use your own laptops to run your code (to process the MAP image) during the finals. Laptops will be taken from you before the final arena configuration is revealed and no changes in the code after that.
2) Before taking the laptops from teams, we will copy the MAP image in the location specified by the team on the laptop. The map image will be named ""MAP.jpg"".
3) Please ensure there is sufficient charge in your laptop. The same thing holds for Rover and Base Station batteries/power banks. Please ensure there are fully charged before the run.
#pin",3/21/17,"navigate_a_terrain,Navigate_A_Terrain "
j0ibbtbny1a2t,Pinned,        Launch_A_Module," 
Dear Finalists,
 
Here are few suggestions which you can choose to follow for your theme:

Teams may have to use re-position/restart in case your bot goes haywire, so your code should be ready to handle re-position/restart. Study about the rules regarding these carefully.

Always have the battery sufficiently charged for the final demonstration, or keep extra battery if you have. Remember e-Yantra won't provide you another battery.
Each team will be provided with a laptop to run the code for the practice session. Laptops will have both linux and windows installed. You may have to install your respective libraries to run your code.One practice arena is provided amongst 5 teams. We are opening up practice room early for LM and expect teams to understand importance of time and help each other. Your focus should be to calibrate your code for given light condition.We will provide you objects and obstacle blocks, however you can carry few on your own in case you need it.
#pin",3/20/17,"launch_a_module,Launch_A_Module"
j04xyfc09co1ne,Pinned,      Instructions for Finals,"Dear Participants,
 
This post is to resolve some generic queries regarding finals:
 
Reporting time is 08:00 AM on both daysIt is mandatory for teams to report for finals at the venue, even if there theme is not schedule. Team can either be in practice or in finalsTeams outside Mumbai, should ideally try to come a day before i.e. on 23rd. This give them time to settle a bit and get ready for next dayPractice arena will be provided 23rd march onwardsDetail schedule will be provided on portal on TuesdayMake sure you read the instruction on portal carefullyMake sure each team member fill their account details correctly.
 
PS: Teams who have filled the account details yesterday are requested to fill it again.
#pin",3/11/17,general_announcement
iztott27y0y5fb,Pinned,        Model_a_Terrain,"We are receiving many queries on Piazza and Helpdesk regarding the problem you are facing to interface Color Sensor and GY-87.
 
Using INT2 interrupt for Color sensor, you have to desolder the MAX 202 connections.
If you are not getting that then there is an alternative way.
 
Use pinchange interrupt.
Connect OUT pin of color sensor to pin 44 (PJ3) on expansion slot.
 
Code using pin change interrupt for color sensor is : Color_Sensor.cpp
 
All the best!
#pin",3/3/17,"model_a_terrain,Model_a_Terrain"
izs2phvt4bv3cv,Pinned,        Model_a_Terrain,"Dear Participants,
 
We are receiving many queries on Piazza and Helpdesk regarding the problem you are facing to interface Color Sensor and GY-87.
 
The solution to this is you can follow the below given Pin Connections:
 
Color Sensor:
Vcc - Servo Pod 7GND - Servo pod 8
In expansion slot:
OUT - INT2 (Pin 38)OE - Pin 24So - Pin 25S1 - Pin 29S2 - Pin 33S3 - Pin 34
 
GY-87: (In expansion slot)
Vcc - Pin 21SCL - Pin 20GND - Pin 23SDA - Pin 19
 
#pin",3/2/17,"model_a_terrain,Model_a_Terrain"
iv7ovg5af4o7ka,Pinned,      Search for Teammates!,"    

/* project groups styles */
#teams {
  /*!
 * Bootstrap v2.0.0
 *
 * Copyright 2012 Twitter, Inc
 * Licensed under the Apache License v2.0
 * http://www.apache.org/licenses/LICENSE-2.0
 *
 * Designed and built with all the love in the world @twitter by @mdo and @fat.
 */

}
#teams article,
#teams aside,
#teams details,
#teams figcaption,
#teams figure,
#teams footer,
#teams header,
#teams hgroup,
#teams nav,
#teams section {
  display: block;
}
#teams audio,
#teams canvas,
#teams video {
  display: inline-block;
  *display: inline;
  *zoom: 1;
}
#teams audio:not([controls]) {
  display: none;
}
#teams html {
  font-size: 100%;
  -webkit-text-size-adjust: 100%;
  -ms-text-size-adjust: 100%;
}
#teams a:focus {
  outline: thin dotted;
  outline: 5px auto -webkit-focus-ring-color;
  outline-offset: -2px;
}
#teams a:hover,
#teams a:active {
  outline: 0;
}
#teams sub,
#teams sup {
  position: relative;
  font-size: 75%;
  line-height: 0;
  vertical-align: baseline;
}
#teams sup {
  top: -0.5em;
}
#teams sub {
  bottom: -0.25em;
}
#teams img {
  max-width: 100%;
  height: auto;
  border: 0;
  -ms-interpolation-mode: bicubic;
}
#teams button,
#teams input,
#teams select,
#teams textarea {
  margin: 0;
  font-size: 100%;
  vertical-align: middle;
}
#teams button,
#teams input {
  *overflow: visible;
  line-height: normal;
}
#teams button::-moz-focus-inner,
#teams input::-moz-focus-inner {
  padding: 0;
  border: 0;
}
#teams button,
#teams input[type=""button""],
#teams input[type=""reset""],
#teams input[type=""submit""] {
  cursor: pointer;
  -webkit-appearance: button;
}
#teams input[type=""search""] {
  -webkit-appearance: textfield;
  -webkit-box-sizing: content-box;
  -moz-box-sizing: content-box;
  box-sizing: content-box;
}
#teams input[type=""search""]::-webkit-search-decoration,
#teams input[type=""search""]::-webkit-search-cancel-button {
  -webkit-appearance: none;
}
#teams textarea {
  overflow: auto;
  vertical-align: top;
}
#teams body {
  margin: 0;
  font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif;
  font-size: 13px;
  line-height: 18px;
  color: #333333;
  background-color: #ffffff;
}
#teams a {
  color: #5d9bcc;
  text-decoration: none;
}
#teams a:hover {
  color: #3575a8;
  text-decoration: underline;
}
#teams .row {
  margin-left: -20px;
  *zoom: 1;
}
#teams .row:before,
#teams .row:after {
  display: table;
  content: """";
}
#teams .row:after {
  clear: both;
}
#teams [class*=""span""] {
  float: left;
  margin-left: 20px;
}
#teams .span1 {
  width: 60px;
}
#teams .span2 {
  width: 140px;
}
#teams .span3 {
  width: 220px;
}
#teams .span4 {
  width: 300px;
}
#teams .span5 {
  width: 380px;
}
#teams .span6 {
  width: 460px;
}
#teams .span7 {
  width: 540px;
}
#teams .span8 {
  width: 620px;
}
#teams .span9 {
  width: 700px;
}
#teams .span10 {
  width: 780px;
}
#teams .span11 {
  width: 860px;
}
#teams .span12,
#teams .container {
  width: 940px;
}
#teams .offset1 {
  margin-left: 100px;
}
#teams .offset2 {
  margin-left: 180px;
}
#teams .offset3 {
  margin-left: 260px;
}
#teams .offset4 {
  margin-left: 340px;
}
#teams .offset5 {
  margin-left: 420px;
}
#teams .offset6 {
  margin-left: 500px;
}
#teams .offset7 {
  margin-left: 580px;
}
#teams .offset8 {
  margin-left: 660px;
}
#teams .offset9 {
  margin-left: 740px;
}
#teams .offset10 {
  margin-left: 820px;
}
#teams .offset11 {
  margin-left: 900px;
}
#teams .row-fluid {
  width: 100%;
  *zoom: 1;
}
#teams .row-fluid:before,
#teams .row-fluid:after {
  display: table;
  content: """";
}
#teams .row-fluid:after {
  clear: both;
}
#teams .row-fluid > [class*=""span""] {
  float: left;
  margin-left: 2.127659574%;
}
#teams .row-fluid > [class*=""span""]:first-child {
  margin-left: 0;
}
#teams .row-fluid .span1 {
  width: 6.382978723%;
}
#teams .row-fluid .span2 {
  width: 14.89361702%;
}
#teams .row-fluid .span3 {
  width: 23.404255317%;
}
#teams .row-fluid .span4 {
  width: 31.914893614%;
}
#teams .row-fluid .span5 {
  width: 40.425531911%;
}
#teams .row-fluid .span6 {
  width: 48.93617020799999%;
}
#teams .row-fluid .span7 {
  width: 57.446808505%;
}
#teams .row-fluid .span8 {
  width: 65.95744680199999%;
}
#teams .row-fluid .span9 {
  width: 74.468085099%;
}
#teams .row-fluid .span10 {
  width: 82.97872339599999%;
}
#teams .row-fluid .span11 {
  width: 91.489361693%;
}
#teams .row-fluid .span12 {
  width: 99.99999998999999%;
}
#teams .container {
  width: 940px;
  margin-left: auto;
  margin-right: auto;
  *zoom: 1;
}
#teams .container:before,
#teams .container:after {
  display: table;
  content: """";
}
#teams .container:after {
  clear: both;
}
#teams .container-fluid {
  padding-left: 20px;
  padding-right: 20px;
  *zoom: 1;
}
#teams .container-fluid:before,
#teams .container-fluid:after {
  display: table;
  content: """";
}
#teams .container-fluid:after {
  clear: both;
}
#teams p {
  margin: 0 0 9px;
  font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif;
  font-size: 13px;
  line-height: 18px;
}
#teams p small {
  font-size: 11px;
  color: #999999;
}
#teams .lead {
  margin-bottom: 18px;
  font-size: 20px;
  font-weight: 200;
  line-height: 27px;
}
#teams h1,
#teams h2,
#teams h3,
#teams h4,
#teams h5,
#teams h6 {
  margin: 0;
  font-weight: bold;
  color: #333333;
  text-rendering: optimizelegibility;
}
#teams h1 small,
#teams h2 small,
#teams h3 small,
#teams h4 small,
#teams h5 small,
#teams h6 small {
  font-weight: normal;
  color: #999999;
}
#teams h1 {
  font-size: 30px;
  line-height: 36px;
}
#teams h1 small {
  font-size: 18px;
}
#teams h2 {
  font-size: 24px;
  line-height: 36px;
}
#teams h2 small {
  font-size: 18px;
}
#teams h3 {
  line-height: 27px;
  font-size: 18px;
}
#teams h3 small {
  font-size: 14px;
}
#teams h4,
#teams h5,
#teams h6 {
  line-height: 18px;
}
#teams h4 {
  font-size: 14px;
}
#teams h4 small {
  font-size: 12px;
}
#teams h5 {
  font-size: 12px;
}
#teams h6 {
  font-size: 11px;
  color: #999999;
  text-transform: uppercase;
}
#teams .page-header {
  padding-bottom: 17px;
  margin: 18px 0;
  border-bottom: 1px solid #eeeeee;
}
#teams .page-header h1 {
  line-height: 1;
}
#teams ul,
#teams ol {
  padding: 0;
  margin: 0 0 9px 25px;
}
#teams ul ul,
#teams ul ol,
#teams ol ol,
#teams ol ul {
  margin-bottom: 0;
}
#teams ul {
  list-style: disc;
}
#teams ol {
  list-style: decimal;
}
#teams li {
  line-height: 18px;
}
#teams ul.unstyled {
  margin-left: 0;
  list-style: none;
}
#teams dl {
  margin-bottom: 18px;
}
#teams dt,
#teams dd {
  line-height: 18px;
}
#teams dt {
  font-weight: bold;
}
#teams dd {
  margin-left: 9px;
}
#teams hr {
  margin: 18px 0;
  border: 0;
  border-top: 1px solid #e5e5e5;
  border-bottom: 1px solid #ffffff;
}
#teams strong {
  font-weight: bold;
}
#teams em {
  font-style: italic;
}
#teams .muted {
  color: #999999;
}
#teams abbr {
  font-size: 90%;
  text-transform: uppercase;
  border-bottom: 1px dotted #ddd;
  cursor: help;
}
#teams blockquote {
  padding: 0 0 0 15px;
  margin: 0 0 18px;
  border-left: 5px solid #eeeeee;
}
#teams blockquote p {
  margin-bottom: 0;
  font-size: 16px;
  font-weight: 300;
  line-height: 22.5px;
}
#teams blockquote small {
  display: block;
  line-height: 18px;
  color: #999999;
}
#teams blockquote small:before {
  content: '\2014 \00A0';
}
#teams blockquote.pull-right {
  float: right;
  padding-left: 0;
  padding-right: 15px;
  border-left: 0;
  border-right: 5px solid #eeeeee;
}
#teams blockquote.pull-right p,
#teams blockquote.pull-right small {
  text-align: right;
}
#teams q:before,
#teams q:after,
#teams blockquote:before,
#teams blockquote:after {
  content: """";
}
#teams address {
  display: block;
  margin-bottom: 18px;
  line-height: 18px;
  font-style: normal;
}
#teams small {
  font-size: 100%;
}
#teams cite {
  font-style: normal;
}
#teams code,
#teams pre {
  padding: 0 3px 2px;
  font-family: Menlo, Monaco, ""Courier New"", monospace;
  font-size: 12px;
  color: #333333;
  -webkit-border-radius: 3px;
  -moz-border-radius: 3px;
  border-radius: 3px;
}
#teams code {
  padding: 3px 4px;
  color: #d14;
  background-color: #f7f7f9;
  border: 1px solid #e1e1e8;
}
#teams pre {
  display: block;
  padding: 8.5px;
  margin: 0 0 9px;
  font-size: 12px;
  line-height: 18px;
  background-color: #f5f5f5;
  border: 1px solid #ccc;
  border: 1px solid rgba(0, 0, 0, 0.15);
  -webkit-border-radius: 4px;
  -moz-border-radius: 4px;
  border-radius: 4px;
  white-space: pre;
  white-space: pre-wrap;
  word-break: break-all;
}
#teams pre.prettyprint {
  margin-bottom: 18px;
}
#teams pre code {
  padding: 0;
  background-color: transparent;
}
#teams form {
  margin: 0 0 18px;
}
#teams fieldset {
  padding: 0;
  margin: 0;
  border: 0;
}
#teams legend {
  display: block;
  width: 100%;
  padding: 0;
  margin-bottom: 27px;
  font-size: 19.5px;
  line-height: 36px;
  color: #333333;
  border: 0;
  border-bottom: 1px solid #eee;
}
#teams label,
#teams input,
#teams button,
#teams select,
#teams textarea {
  font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif;
  font-size: 13px;
  font-weight: normal;
  line-height: 18px;
}
#teams label {
  display: block;
  margin-bottom: 5px;
  color: #333333;
}
#teams input,
#teams textarea,
#teams select,
#teams .uneditable-input {
  display: inline-block;
  width: 210px;
  height: 18px;
  padding: 4px;
  margin-bottom: 9px;
  font-size: 13px;
  line-height: 18px;
  color: #555555;
  border: 1px solid #ccc;
  -webkit-border-radius: 3px;
  -moz-border-radius: 3px;
  border-radius: 3px;
}
#teams .uneditable-textarea {
  width: auto;
  height: auto;
}
#teams label input,
#teams label textarea,
#teams label select {
  display: block;
}
#teams input[type=""image""],
#teams input[type=""checkbox""],
#teams input[type=""radio""] {
  width: auto;
  height: auto;
  padding: 0;
  margin: 3px 0;
  *margin-top: 0;
  /* IE7 */

  line-height: normal;
  border: 0;
  cursor: pointer;
  -webkit-border-radius: 0;
  -moz-border-radius: 0;
  border-radius: 0;
}
#teams input[type=""file""] {
  padding: initial;
  line-height: initial;
  border: initial;
  background-color: #ffffff;
  background-color: initial;
  -webkit-box-shadow: none;
  -moz-box-shadow: none;
  box-shadow: none;
}
#teams input[type=""button""],
#teams input[type=""reset""],
#teams input[type=""submit""] {
  width: auto;
  height: auto;
}
#teams select,
#teams input[type=""file""] {
  height: 28px;
  /* In IE7, the height of the select element cannot be changed by height, only font-size */

  *margin-top: 4px;
  /* For IE7, add top margin to align select with labels */

  line-height: 28px;
}
#teams select {
  width: 220px;
  background-color: #ffffff;
}
#teams select[multiple],
#teams select[size] {
  height: auto;
}
#teams input[type=""image""] {
  -webkit-box-shadow: none;
  -moz-box-shadow: none;
  box-shadow: none;
}
#teams textarea {
  height: auto;
}
#teams input[type=""hidden""] {
  display: none;
}
#teams .radio,
#teams .checkbox {
  padding-left: 18px;
}
#teams .radio input[type=""radio""],
#teams .checkbox input[type=""checkbox""] {
  float: left;
  margin-left: -18px;
}
#teams .controls > .radio:first-child,
#teams .controls > .checkbox:first-child {
  padding-top: 5px;
}
#teams .radio.inline,
#teams .checkbox.inline {
  display: inline-block;
  margin-bottom: 0;
  vertical-align: middle;
}
#teams .radio.inline + .radio.inline,
#teams .checkbox.inline + .checkbox.inline {
  margin-left: 10px;
}
#teams .controls > .radio.inline:first-child,
#teams .controls > .checkbox.inline:first-child {
  padding-top: 0;
}
#teams input,
#teams textarea {
  -webkit-box-shadow: inset 0 1px 1px rgba(0, 0, 0, 0.075);
  -moz-box-shadow: inset 0 1px 1px rgba(0, 0, 0, 0.075);
  box-shadow: inset 0 1px 1px rgba(0, 0, 0, 0.075);
  -webkit-transition: border linear 0.2s, box-shadow linear 0.2s;
  -moz-transition: border linear 0.2s, box-shadow linear 0.2s;
  -ms-transition: border linear 0.2s, box-shadow linear 0.2s;
  -o-transition: border linear 0.2s, box-shadow linear 0.2s;
  transition: border linear 0.2s, box-shadow linear 0.2s;
}
#teams input:focus,
#teams textarea:focus {
  border-color: rgba(82, 168, 236, 0.8);
  -webkit-box-shadow: inset 0 1px 1px rgba(0, 0, 0, 0.075), 0 0 8px rgba(82, 168, 236, 0.6);
  -moz-box-shadow: inset 0 1px 1px rgba(0, 0, 0, 0.075), 0 0 8px rgba(82, 168, 236, 0.6);
  box-shadow: inset 0 1px 1px rgba(0, 0, 0, 0.075), 0 0 8px rgba(82, 168, 236, 0.6);
  outline: 0;
  outline: thin dotted \9;
  /* IE6-8 */

}
#teams input[type=""file""]:focus,
#teams input[type=""checkbox""]:focus,
#teams select:focus {
  -webkit-box-shadow: none;
  -moz-box-shadow: none;
  box-shadow: none;
  outline: thin dotted;
  outline: 5px auto -webkit-focus-ring-color;
  outline-offset: -2px;
}
#teams .input-mini {
  width: 60px;
}
#teams .input-small {
  width: 90px;
}
#teams .input-medium {
  width: 150px;
}
#teams .input-large {
  width: 210px;
}
#teams .input-xlarge {
  width: 270px;
}
#teams .input-xxlarge {
  width: 530px;
}
#teams input[class*=""span""],
#teams select[class*=""span""],
#teams textarea[class*=""span""],
#teams .uneditable-input {
  float: none;
  margin-left: 0;
}
#teams input.span1,
#teams textarea.span1,
#teams .uneditable-input.span1 {
  width: 50px;
}
#teams input.span2,
#teams textarea.span2,
#teams .uneditable-input.span2 {
  width: 130px;
}
#teams input.span3,
#teams textarea.span3,
#teams .uneditable-input.span3 {
  width: 210px;
}
#teams input.span4,
#teams textarea.span4,
#teams .uneditable-input.span4 {
  width: 290px;
}
#teams input.span5,
#teams textarea.span5,
#teams .uneditable-input.span5 {
  width: 370px;
}
#teams input.span6,
#teams textarea.span6,
#teams .uneditable-input.span6 {
  width: 450px;
}
#teams input.span7,
#teams textarea.span7,
#teams .uneditable-input.span7 {
  width: 530px;
}
#teams input.span8,
#teams textarea.span8,
#teams .uneditable-input.span8 {
  width: 610px;
}
#teams input.span9,
#teams textarea.span9,
#teams .uneditable-input.span9 {
  width: 690px;
}
#teams input.span10,
#teams textarea.span10,
#teams .uneditable-input.span10 {
  width: 770px;
}
#teams input.span11,
#teams textarea.span11,
#teams .uneditable-input.span11 {
  width: 850px;
}
#teams input.span12,
#teams textarea.span12,
#teams .uneditable-input.span12 {
  width: 930px;
}
#teams input[disabled],
#teams select[disabled],
#teams textarea[disabled],
#teams input[readonly],
#teams select[readonly],
#teams textarea[readonly] {
  background-color: #f5f5f5;
  border-color: #ddd;
  cursor: not-allowed;
}
#teams .control-group.warning > label,
#teams .control-group.warning .help-block,
#teams .control-group.warning .help-inline {
  color: #c09853;
}
#teams .control-group.warning input,
#teams .control-group.warning select,
#teams .control-group.warning textarea {
  color: #c09853;
  border-color: #c09853;
}
#teams .control-group.warning input:focus,
#teams .control-group.warning select:focus,
#teams .control-group.warning textarea:focus {
  border-color: #a47e3c;
  -webkit-box-shadow: 0 0 6px #dbc59e;
  -moz-box-shadow: 0 0 6px #dbc59e;
  box-shadow: 0 0 6px #dbc59e;
}
#teams .control-group.warning .input-prepend .add-on,
#teams .control-group.warning .input-append .add-on {
  color: #c09853;
  background-color: #fcf8e3;
  border-color: #c09853;
}
#teams .control-group.error > label,
#teams .control-group.error .help-block,
#teams .control-group.error .help-inline {
  color: #b94a48;
}
#teams .control-group.error input,
#teams .control-group.error select,
#teams .control-group.error textarea {
  color: #b94a48;
  border-color: #b94a48;
}
#teams .control-group.error input:focus,
#teams .control-group.error select:focus,
#teams .control-group.error textarea:focus {
  border-color: #953b39;
  -webkit-box-shadow: 0 0 6px #d59392;
  -moz-box-shadow: 0 0 6px #d59392;
  box-shadow: 0 0 6px #d59392;
}
#teams .control-group.error .input-prepend .add-on,
#teams .control-group.error .input-append .add-on {
  color: #b94a48;
  background-color: #f2dede;
  border-color: #b94a48;
}
#teams .control-group.success > label,
#teams .control-group.success .help-block,
#teams .control-group.success .help-inline {
  color: #468847;
}
#teams .control-group.success input,
#teams .control-group.success select,
#teams .control-group.success textarea {
  color: #468847;
  border-color: #468847;
}
#teams .control-group.success input:focus,
#teams .control-group.success select:focus,
#teams .control-group.success textarea:focus {
  border-color: #356635;
  -webkit-box-shadow: 0 0 6px #7aba7b;
  -moz-box-shadow: 0 0 6px #7aba7b;
  box-shadow: 0 0 6px #7aba7b;
}
#teams .control-group.success .input-prepend .add-on,
#teams .control-group.success .input-append .add-on {
  color: #468847;
  background-color: #dff0d8;
  border-color: #468847;
}
#teams input:focus:required:invalid,
#teams textarea:focus:required:invalid,
#teams select:focus:required:invalid {
  color: #b94a48;
  border-color: #ee5f5b;
}
#teams input:focus:required:invalid:focus,
#teams textarea:focus:required:invalid:focus,
#teams select:focus:required:invalid:focus {
  border-color: #e9322d;
  -webkit-box-shadow: 0 0 6px #f8b9b7;
  -moz-box-shadow: 0 0 6px #f8b9b7;
  box-shadow: 0 0 6px #f8b9b7;
}
#teams .form-actions {
  padding: 17px 20px 18px;
  margin-top: 18px;
  margin-bottom: 18px;
  background-color: #f5f5f5;
  border-top: 1px solid #ddd;
}
#teams .uneditable-input {
  display: block;
  background-color: #ffffff;
  border-color: #eee;
  -webkit-box-shadow: inset 0 1px 2px rgba(0, 0, 0, 0.025);
  -moz-box-shadow: inset 0 1px 2px rgba(0, 0, 0, 0.025);
  box-shadow: inset 0 1px 2px rgba(0, 0, 0, 0.025);
  cursor: not-allowed;
}
#teams :-moz-placeholder {
  color: #999999;
}
#teams ::-webkit-input-placeholder {
  color: #999999;
}
#teams .help-block {
  margin-top: 5px;
  margin-bottom: 0;
  color: #999999;
}
#teams .help-inline {
  display: inline-block;
  *display: inline;
  /* IE7 inline-block hack */

  *zoom: 1;
  margin-bottom: 9px;
  vertical-align: middle;
  padding-left: 5px;
}
#teams .input-prepend,
#teams .input-append {
  margin-bottom: 5px;
  *zoom: 1;
}
#teams .input-prepend:before,
#teams .input-append:before,
#teams .input-prepend:after,
#teams .input-append:after {
  display: table;
  content: """";
}
#teams .input-prepend:after,
#teams .input-append:after {
  clear: both;
}
#teams .input-prepend input,
#teams .input-append input,
#teams .input-prepend .uneditable-input,
#teams .input-append .uneditable-input {
  -webkit-border-radius: 0 3px 3px 0;
  -moz-border-radius: 0 3px 3px 0;
  border-radius: 0 3px 3px 0;
}
#teams .input-prepend input:focus,
#teams .input-append input:focus,
#teams .input-prepend .uneditable-input:focus,
#teams .input-append .uneditable-input:focus {
  position: relative;
  z-index: 2;
}
#teams .input-prepend .uneditable-input,
#teams .input-append .uneditable-input {
  border-left-color: #ccc;
}
#teams .input-prepend .add-on,
#teams .input-append .add-on {
  float: left;
  display: block;
  width: auto;
  min-width: 16px;
  height: 18px;
  margin-right: -1px;
  padding: 4px 5px;
  font-weight: normal;
  line-height: 18px;
  color: #999999;
  text-align: center;
  text-shadow: 0 1px 0 #ffffff;
  background-color: #f5f5f5;
  border: 1px solid #ccc;
  -webkit-border-radius: 3px 0 0 3px;
  -moz-border-radius: 3px 0 0 3px;
  border-radius: 3px 0 0 3px;
}
#teams .input-prepend .active,
#teams .input-append .active {
  background-color: #a9dba9;
  border-color: #46a546;
}
#teams .input-prepend .add-on {
  *margin-top: 1px;
  /* IE6-7 */

}
#teams .input-append input,
#teams .input-append .uneditable-input {
  float: left;
  -webkit-border-radius: 3px 0 0 3px;
  -moz-border-radius: 3px 0 0 3px;
  border-radius: 3px 0 0 3px;
}
#teams .input-append .uneditable-input {
