ID,HEADER,TITLE,MAIN_CONTENT,DATE,TAGS
jgx9k71m9pz11l,Pinned,      URGENT: Robot Return,"Dear Participants,
 
Kindly return the robotic kits as already stated on the previous post and communicated via email (check your e-Yantra portal for more details).
We understand that many teams are going through their exams, but sending/submitting kits will not take much of your time. Moreover, note that certificates will be withheld until we receive the kits.
 
We advise all the teams who have not yet returned the kit to us or submitted the kits to their college (whichever option is mentioned on the portal).
Kindly communicate when you will ship/submit the robotic kit via email at helpdesk@e-yantra.org mentioning the Team ID, Theme and Date by which the team will return/submit the kit.
 
PS: Kits include everything that you have been provided for the theme.
#pin",5/8/18,"chaser_drone,spotter_snake,collector_bot"
jgbunhqxkcrpi,Pinned,        Spotter snake," 
Dear Participants of SS theme,
 
Teams have to return the entire robotic kit (with all servo motors, electronic components) and also the 3D printed brackets to the college.
 
Teams will receive their certificates only after they upload the Acknowledgement receipt on the portal.
 
Thank you.
 
#pin",4/23/18,"spotter_snake,Spotter snake"
jg65931wonu1k,Pinned,      Final Task: Robot Return,"Dear Participants,Greetings from e-Yantra!!Thank you for participating in the e-Yantra Robotics Competition (eYRC-2017) and we hope you had a wonderful experience.As the last task in the competition, teams have to return the Robotic kit to e-Yantra or to their respective institution.
 
Team leader should log in only to his/her portal and follow the given instructions carefully. 
 
Please note that 27th April, 2018 is the last date for all the required modalities.
Important:1. You can ignore this mail if your team has already submitted the robot to e-Yantra, IIT-Bombay.2. For team entitled for certificates, these will be shipped to you only after we receive the robotic kits/Robot Return acknowledgement.For any queries please mail us at helpdesk@e-yantra.org.
Best wishes,e-Yantra Team
#pin",4/19/18,"collector_bot,spotter_snake,chaser_drone"
jfrtfxaz4tu52n,Pinned,      Regarding Certificates and shipping of kits,"Dear students,
 
You will receive instructions with respect to shipping the kits back and certificates by next week. Please keep checking Piazza and the Portal for any updates
 
#pin",4/9/18,"chaser_drone,spotter_snake,collector_bot"
jepbdl3thx272c,Pinned,        Chaser Drone,"Dear Finalist,
 
We are planning some addition fun activities with drone on last day of the event i.e 24th March, 2018.
 
For addition activity, please make a good manual control on drone via android app.
 
This is an additional event so refrain from asking any queries regarding the same.
 
See you in the Finals
#pin",3/13/18,"chaser_drone,Chaser Drone"
jepajdyfulx3nj,Pinned,        Collector Bot,"Dear Finalists,
 
Congratulations!!
 
Please note the following points during the implementation in Finals:
 
1. You will not be awarded marks for FV unless you mark the current target in blue colour in V-REP.
2. Remember that there are bonus marks of 200 allotted for realistic emulation of the scenario in V-REP.
3. The Rule 4 under Re-position rules which says ""If Fruits in Collection Area are displaced, they are placed back in the original locations. If this is caused by collision with CB, teams will be penalized according to the Judging and Scoring parameters."" is replaced with the new rule, ""If in any case, Fresh fruit gets displaced/falls and you feel that you will not be able to detect it further, then e-Yantra team will remove the displaced Fresh Fruit on your request. If the displaced Fresh fruit is not removed, the penalty will be incurred on collision with CB or Truck""
4. All teams should use PWM greater than 210 for Truck's black line following. Also, make sure that the Truck stops at all the collection stations for only 10 seconds and not more than that.
5. Make sure that you fully charge the Truck and CB before the run.
6. You should strictly follow the Re-position rules as mentioned in Rulebook. You are not allowed to change the position of the fruits.
7. As mentioned in the Rulebook, The run will end if you display the text ""FRUITS COLLECTED"" on a pop up window in V-REP. No marks will be awarded after you display the same.
8. Penalty is incurred each time when the CB touches/ displaces any other object in the arena except the current target.
   E.g.: Even if any part of CB touches the already collected fruit or Truck, then the penaty will be incurred.
 
All the best!!
 
#pin",3/13/18,"collector_bot,Collector Bot"
jep2avtviz2oo,Pinned,      Finalist Details,"Dear finalists,
 
Please fill the bank and travel details carefully latest by today midnight so that we can arrange the same without any hindrance.
Each member have to fill their account details on portal and only team leader have to fill the team travel details on portal.
Please fill these details by today Midnight.
 
 
#pin",3/13/18,"chaser_drone,spotter_snake,collector_bot"
jekassfvvvs1tc,Pinned,      Final Results,"Dear Participants,
 
eYRC-2017 final task (Task 4/5: video and code) results have been announced. 
Please check the portal to know the same. Please note that this decision is final and no requests about the same will be taken into consideration.
 
All the best!!
#pin",3/10/18,"chaser_drone,spotter_snake,collector_bot"
je2gwjix7qa48s,Pinned,      [IMPORTANT] Kindly note," 
Greetings from e-Yantra!
 
 
Dear Participants,
 
The competition closes on 26th February, 11:59 PM.
 
Hence, teams who had downloaded their Original configuration well before 24th Feb, 11:59 PM can still submit their task before the competition closes with penalty as per the policy on portal.
 
Teams who downloaded the configuration just before 24th Feb, 11:59 PM have only 48 hours to submit their task. No submission for Original configuration or for Code submission will be considered (even via an email) after 26th February, 11:59 PM.
 
Hence, we request teams to kindly pace up their work and avoid last moment rush.
 
Teams should submit their Original task with Code well before the deadline, maybe by 9 or 10 PM tomorrow. Many teams try to submit their task at the last moment due to which the server gets loaded and then they aren't able to submit their task on time. So, please avoid such situations for your benefit.
 
 
You can download the Bonus configuration even with penalty or zero score on Original configuration till 26th Feb, midnight.


 

But, the last date to submit the video for Bonus task is 26th Feb, midnight. Though there is no penalty for Code and Bonus video submission, the submission won't be considered after 26th Feb midnight.
 
All Teams kindly note this, no extensions will be entertained in any case.
 
 
Thank you.


 
All the best !!
 
 
#pin",2/25/18,"chaser_drone,spotter_snake,collector_bot"
je1djachg7e2wa,Pinned,      Regarding Final Task," 
Greetings from e-Yantra!
 
 
Dear Participants,
 
The Original Configuration for the Final Task will be available for download till today midhnight, i.e., till 11:59 PM.
 
Hence, only few hours are left to download the configuration. If you fail to download the configuration you won't be able to submit the task.
 
Kindly download the configuration soon and work on the task completion.
 
If you have any queries, kindly post and we will answer them at the earliest.
 
Thank you.
 
 
All the best !!
 
#pin",2/24/18,"spotter_snake,chaser_drone,collector_bot"
